"","Species","Limb.Width","Limb.Length","Observer","Limb.Volume"
"37","Drosophila melanogaster",3.06252073567056,9.92324516271309,"A",73.0973576633421
"38","Drosophila melanogaster",3.08150764625415,10.0168840885378,"A",74.7048897378767
"39","Drosophila melanogaster",2.95929058074544,10.9768924718657,"A",75.4995763897342
"40","Drosophila melanogaster",2.97272410053757,10.894148331837,"A",75.6122869317841
"41","Drosophila melanogaster",3.11068407203253,9.95111007348773,"A",75.6263643034906
"42","Drosophila melanogaster",3.20946016114458,9.35165066516746,"A",75.6557837955857
"43","Drosophila melanogaster",3.18649319628269,9.51606363228466,"A",75.8880179161585
"44","Drosophila melanogaster",2.97256637607214,10.9943848272388,"A",76.2998945090765
"45","Drosophila melanogaster",3.08234304133679,10.6273627685409,"A",79.3007561579369
"46","Drosophila melanogaster",3.47986408506633,8.39204313470123,"A",79.8145652559874
"47","Drosophila melanogaster",3.31352757622648,9.48760272609895,"A",81.813985813425
"48","Drosophila melanogaster",3.2886141455846,9.79774534066492,"A",83.2227130562046
"49","Drosophila melanogaster",3.1718303800175,10.5755014125785,"A",83.5623717296325
"50","Drosophila melanogaster",3.33504574914828,9.7859380741056,"A",85.4861849953501
"51","Drosophila melanogaster",3.15050515751659,11.0038889253441,"A",85.7820595611784
"52","Drosophila melanogaster",3.68840296352606,8.15804480842707,"A",87.1671190329396
"53","Drosophila melanogaster",3.84588320502879,7.64442712705754,"A",88.8028713564632
"54","Drosophila melanogaster",3.47127947570475,9.39408827505259,"A",88.904486780486
"55","Drosophila melanogaster",3.57472879704828,8.91268279478282,"A",89.4508618409618
"56","Drosophila melanogaster",3.20130412230351,11.1267562572434,"A",89.559636783006
"57","Drosophila melanogaster",3.31369479675803,10.4049680606525,"A",89.7337142638691
"58","Drosophila melanogaster",3.16462052867727,11.4263009874311,"A",89.8749834164338
"59","Drosophila melanogaster",3.43234946910519,9.76602538539569,"A",90.3630184664568
"60","Drosophila melanogaster",3.32616389004154,10.4999849549287,"A",91.2359181562334
"61","Drosophila melanogaster",3.62994906716817,8.84368826494375,"A",91.5217613619162
"62","Drosophila melanogaster",3.34858701116387,10.5931212804518,"A",93.2904101702322
"63","Drosophila melanogaster",3.52107428803698,9.76461698217955,"A",95.0813786021609
"64","Drosophila melanogaster",3.52313551192238,10.1273184022322,"A",98.7286143311586
"65","Drosophila melanogaster",3.41288687440234,10.837448528715,"A",99.1426939292041
"66","Drosophila melanogaster",3.39125826891382,11.3111075997974,"A",102.168436307164
"67","Drosophila melanogaster",3.63604442686334,11.0162750499461,"A",114.388670936558
"68","Drosophila melanogaster",3.67692938885404,11.2752453115578,"A",119.725445151814
"69","Drosophila melanogaster",2.09432305497845,11.2505522480066,"B",38.7570817900091
"70","Drosophila melanogaster",2.35356755326758,8.93571018093803,"B",38.8751691943896
"71","Drosophila melanogaster",2.24132871011452,10.103817796224,"B",39.8645160082905
"72","Drosophila melanogaster",2.48346127370519,9.36164372338691,"B",45.3478576590606
"73","Drosophila melanogaster",2.4761642173458,9.64557627524865,"B",46.4490619600525
"74","Drosophila melanogaster",2.58202001922545,9.12733079920813,"B",47.7917443949822
"75","Drosophila melanogaster",2.58672095789106,9.26199860717014,"B",48.6736322280134
"76","Drosophila melanogaster",2.51240516828059,10.0207572286928,"B",49.6786491715386
"77","Drosophila melanogaster",2.52372792990229,10.5596663214093,"B",52.8232532088408
"78","Drosophila melanogaster",2.47849248792663,11.1337433255934,"B",53.7163259205028
"79","Drosophila melanogaster",2.40217849060945,11.9277296273914,"B",54.0577811070849
"80","Drosophila melanogaster",2.60287688810101,10.2199944227115,"B",54.3810757585045
"81","Drosophila melanogaster",2.90030803296002,8.34889097801545,"B",55.1577982812193
"82","Drosophila melanogaster",2.58137266358266,10.5407763992726,"B",55.1650346593495
"83","Drosophila melanogaster",2.70038200105667,9.78907977226361,"B",56.0637518941732
"84","Drosophila melanogaster",2.69857145075451,9.82486172549988,"B",56.1932526454358
"85","Drosophila melanogaster",2.5011200592241,11.6665428131367,"B",57.3193344601937
"86","Drosophila melanogaster",2.75327351603651,9.84383192413964,"B",58.607444608211
"87","Drosophila melanogaster",2.61004767254059,10.9681448935534,"B",58.6840312911897
"88","Drosophila melanogaster",2.79543664685165,9.56809942682953,"B",58.7238971725727
"89","Drosophila melanogaster",2.83656726365718,9.32692964648557,"B",58.9406275003632
"90","Drosophila melanogaster",2.64906371621533,11.121898415199,"B",61.2990316327966
"91","Drosophila melanogaster",2.76834437663707,10.4224815089804,"B",62.7337492539851
"92","Drosophila melanogaster",3.09398019407699,8.42542198167551,"B",63.3456214790507
"93","Drosophila melanogaster",2.65998792573198,11.5367964827506,"B",64.1112793466273
"94","Drosophila melanogaster",3.08493954395477,8.63836908287661,"B",64.5676458412102
"95","Drosophila melanogaster",2.69850607327736,11.2976513232467,"B",64.6137352861681
"96","Drosophila melanogaster",3.09850258760394,8.9944501155735,"B",67.8216303041084
"97","Drosophila melanogaster",3.0744449935321,9.22372173042938,"B",68.4746038197669
"98","Drosophila melanogaster",2.97078652343687,9.89691647409116,"B",68.6013522758224
"99","Drosophila melanogaster",3.05780492149266,9.4966945626942,"B",69.7399934469762
"100","Drosophila melanogaster",3.33250845410201,8.11470000265451,"B",70.7790729091382
"101","Drosophila melanogaster",2.938842102707,10.6372297755535,"B",72.1557471494262
"102","Drosophila melanogaster",2.99940080506201,10.2810921226319,"B",72.6437306375463
"103","Drosophila melanogaster",3.03354776027715,10.1436107198526,"B",73.3135296798649
"104","Drosophila melanogaster",3.34565613665249,8.40847711647966,"B",73.9213403663642
"105","Drosophila melanogaster",3.41383510696609,8.11915197900526,"B",74.3165658359022
"106","Drosophila melanogaster",2.97903713559183,10.6659073894134,"B",74.3429043796702
"107","Drosophila melanogaster",3.17538719675504,9.45491584283248,"B",74.8757055384534
"108","Drosophila melanogaster",3.14547868129102,9.74614442123268,"B",75.7349278649393
"109","Drosophila melanogaster",3.18591794513427,9.61681557726063,"B",76.6637998426645
"110","Drosophila melanogaster",3.12465643699274,10.059526936399,"B",77.1386412113014
"111","Drosophila melanogaster",3.043016680701,10.7291366839321,"B",78.030308763091
"112","Drosophila melanogaster",3.01193933196351,11.2068772196643,"B",79.8485317831617
"113","Drosophila melanogaster",3.01042319199157,11.255436795098,"B",80.1138009523033
"114","Drosophila melanogaster",3.35091393634272,9.17953479210588,"B",80.9537741881713
"115","Drosophila melanogaster",3.19706946562612,10.2974627796188,"B",82.6654925180116
"116","Drosophila melanogaster",3.15498968784496,10.7452785342608,"B",84.0046732866385
"117","Drosophila melanogaster",3.17837549709946,10.671341315519,"B",84.667999790064
"118","Drosophila melanogaster",3.10094221562253,11.2163085282193,"B",84.7085358624215
"119","Drosophila melanogaster",3.34750884150998,9.69916916526029,"B",85.3626484311938
"120","Drosophila melanogaster",3.05420342709914,11.6539936872497,"B",85.3808708548129
"121","Drosophila melanogaster",3.06553485244646,11.6997814061962,"B",86.353539848652
"122","Drosophila melanogaster",3.38307732327855,9.69558713317981,"B",87.1541041605446
"123","Drosophila melanogaster",3.25170732260004,10.7996997429622,"B",89.6859598825698
"124","Drosophila melanogaster",3.47533043156689,10.3180401221791,"B",97.8766959172095
"125","Drosophila melanogaster",3.45532871703733,11.0792138876462,"B",103.890914017315
"126","Drosophila melanogaster",3.47489992285345,11.7930294574526,"B",111.840697668056
"127","Drosophila melanogaster",4.01913571995604,9.54213950416742,"B",121.060088401326
"128","Drosophila melanogaster",1.99510445754897,9.94049538388468,"C",31.0762915492668
"129","Drosophila melanogaster",2.09479013059535,11.2011555473551,"C",38.6041280725816
"130","Drosophila melanogaster",2.47655686228465,9.48815397803345,"C",45.7054735755301
"131","Drosophila melanogaster",2.36764684625691,10.6695607293558,"C",46.9753765153341
"132","Drosophila melanogaster",2.3577597894961,10.8288094444987,"C",47.279155034163
"133","Drosophila melanogaster",2.4007987236684,10.8246889681554,"C",49.0023390410947
"134","Drosophila melanogaster",2.84137421367578,8.1418648853443,"C",51.6262573427106
"135","Drosophila melanogaster",2.38607652140456,11.5790913339108,"C",51.7765484198381
"136","Drosophila melanogaster",2.54940211061655,10.1760092102341,"C",51.9450363825991
"137","Drosophila melanogaster",2.79634230813121,8.63371995049626,"C",53.02351397302
"138","Drosophila melanogaster",2.65376667299035,9.77904143711436,"C",54.0893346518171
"139","Drosophila melanogaster",2.92024596079913,8.0901123246779,"C",54.1855263816716
"140","Drosophila melanogaster",2.67670819284962,9.73810056858471,"C",54.7981873852607
"141","Drosophila melanogaster",2.76209915537645,9.17482291163914,"C",54.9751093584699
"142","Drosophila melanogaster",2.9281478727491,8.26210767370399,"C",55.6373891314229
"143","Drosophila melanogaster",2.66660047355036,10.0566527177931,"C",56.1641561654288
"144","Drosophila melanogaster",2.85735168980752,8.78173488619937,"C",56.3115651779259
"145","Drosophila melanogaster",2.67798793747064,10.1025284101205,"C",56.9032661342848
"146","Drosophila melanogaster",2.61733635179117,10.7007833043249,"C",57.5737509715741
"147","Drosophila melanogaster",2.78043400379459,9.70870088150077,"C",58.9489650396736
"148","Drosophila melanogaster",2.68235728489398,10.4366970402937,"C",58.977479363744
"149","Drosophila melanogaster",2.78369820603363,9.82905431818492,"C",59.8199320802569
"150","Drosophila melanogaster",2.91506725634744,9.00455373722176,"C",60.0965075370027
"151","Drosophila melanogaster",2.73951801713594,10.8227039843895,"C",63.793140609061
"152","Drosophila melanogaster",2.85950025568878,9.96515541757653,"C",63.9962073980678
"153","Drosophila melanogaster",2.99234247639893,9.15656113232982,"C",64.3939217498609
"154","Drosophila melanogaster",3.01660181532095,9.07172019787321,"C",64.8358940879647
"155","Drosophila melanogaster",3.00136873778267,9.29852874857305,"C",65.7874160361345
"156","Drosophila melanogaster",2.90260822855613,10.0215880980788,"C",66.3137021344305
"157","Drosophila melanogaster",2.90520917779135,10.0337445544798,"C",66.5131837667857
"158","Drosophila melanogaster",3.03811796088942,9.1907030185725,"C",66.6266348426985
"159","Drosophila melanogaster",2.7852576019875,10.9536393519936,"C",66.7389017366573
"160","Drosophila melanogaster",3.13323391839989,8.79046022418287,"C",67.7777477382212
"161","Drosophila melanogaster",2.90708732237373,10.2416551579146,"C",67.9792211637135
"162","Drosophila melanogaster",2.90834182741835,10.2328855749034,"C",67.9796458639188
"163","Drosophila melanogaster",2.89889809903568,10.5172252435993,"C",69.4155797927397
"164","Drosophila melanogaster",2.94807899076482,10.3711285485334,"C",70.7936216242315
"165","Drosophila melanogaster",2.93580410154456,10.461587418862,"C",70.8176670358142
"166","Drosophila melanogaster",3.00485310929431,10.0523920863373,"C",71.2862540735586
"167","Drosophila melanogaster",2.9983233243698,10.4082438018739,"C",73.4893260042411
"168","Drosophila melanogaster",3.01929245145448,10.4201877304148,"C",74.6063489327584
"169","Drosophila melanogaster",3.02565950474242,10.4738864781051,"C",75.3074339007814
"170","Drosophila melanogaster",3.29093768100213,8.9464909799404,"C",76.0995215741119
"171","Drosophila melanogaster",2.8908877613925,11.7706133025044,"C",77.2594184138155
"172","Drosophila melanogaster",3.14596420903934,9.97088103901049,"C",77.5052231550379
"173","Drosophila melanogaster",2.9836428040357,11.08777724273,"C",77.5225467537949
"174","Drosophila melanogaster",3.01257270313224,11.1973587877859,"C",79.8142705481303
"175","Drosophila melanogaster",2.95259858738966,11.6702229128934,"C",79.9057161555477
"176","Drosophila melanogaster",3.43945214854939,8.84606991896899,"C",82.1899644219391
"177","Drosophila melanogaster",3.15495075144172,10.589334281739,"C",82.7834855669577
"178","Drosophila melanogaster",3.27088901292564,10.3868843428898,"C",87.2784034281913
"179","Drosophila melanogaster",3.35115882981177,9.97735946211862,"C",88.0026042530985
"180","Drosophila melanogaster",3.0618007685074,12.1637977746551,"C",89.5597614482649
"181","Drosophila melanogaster",3.32520161895243,10.3820272309591,"C",90.1587769335682
"182","Drosophila melanogaster",3.28377582605534,10.6633166799278,"C",90.3086169670021
"183","Drosophila melanogaster",3.31952882853316,10.4895800468023,"C",90.7822353142539
"184","Drosophila melanogaster",3.39137519690913,10.3368025847999,"C",93.3743910697536
"185","Drosophila melanogaster",3.55819052780477,10.2407812983144,"C",101.831319500328
"186","Drosophila melanogaster",3.6787722415057,10.2808855491569,"C",109.276356787348
"187","Drosophila melanogaster",3.58440184644873,10.9285788159537,"C",110.277510859109
"188","Drosophila melanogaster",3.52664695960097,11.7571061955896,"C",114.845582430682
"189","Drosophila melanogaster",3.89631356613634,10.2285700829517,"C",121.958649823857
"190","Drosophila melanogaster",4.11434857697652,10.4379547358114,"C",138.773792534568
"191","Drosophila pseudoobscura",2.16143384066979,10.7469152936624,"A",39.4327986039503
"192","Drosophila pseudoobscura",2.33720858381363,9.60401081155221,"A",41.2038186437014
"193","Drosophila pseudoobscura",2.72095340177094,7.78200862005132,"A",45.2505432446128
"194","Drosophila pseudoobscura",2.28687337451234,11.1015479008511,"A",45.5992452959041
"195","Drosophila pseudoobscura",2.43010752169192,10.1382717761129,"A",47.0223998181927
"196","Drosophila pseudoobscura",2.46947111324203,11.1888689533361,"A",53.590026201167
"197","Drosophila pseudoobscura",2.81794447708114,8.6282970158443,"A",53.812086494633
"198","Drosophila pseudoobscura",2.63816411951651,9.85616012008309,"A",53.8767326944515
"199","Drosophila pseudoobscura",2.63401860473207,9.91438863615831,"A",54.0248409020667
"200","Drosophila pseudoobscura",2.81069241557148,8.80585297886351,"A",54.6371396463248
"201","Drosophila pseudoobscura",2.59683051669144,10.7031635493838,"A",56.6877546503414
"202","Drosophila pseudoobscura",2.96342609584015,8.50825376204803,"A",58.6838391024168
"203","Drosophila pseudoobscura",2.71508620319512,10.2038283677905,"A",59.0772501446278
"204","Drosophila pseudoobscura",2.71731731411766,10.4108259342442,"A",60.3748102282285
"205","Drosophila pseudoobscura",2.8257639738962,9.71324909490805,"A",60.9152702854911
"206","Drosophila pseudoobscura",2.79809024988442,10.2122002600143,"A",62.7960953702648
"207","Drosophila pseudoobscura",2.80031699471365,10.2483294688203,"A",63.1185992681082
"208","Drosophila pseudoobscura",2.89119408714217,9.9224546461131,"A",65.1423614457281
"209","Drosophila pseudoobscura",3.10204086903488,8.636506588688,"A",65.2714139316684
"210","Drosophila pseudoobscura",2.86880883052028,10.1661853000079,"A",65.7129737127873
"211","Drosophila pseudoobscura",3.51316274620739,6.8635864357082,"A",66.5330643259387
"212","Drosophila pseudoobscura",2.90439128235848,10.3124935325042,"A",68.3225110616014
"213","Drosophila pseudoobscura",2.91650754920466,10.6604621659043,"A",71.218385541946
"214","Drosophila pseudoobscura",3.17108395452416,9.02735224986898,"A",71.29609618478
"215","Drosophila pseudoobscura",2.9648576519023,10.3331045676636,"A",71.3392270637529
"216","Drosophila pseudoobscura",2.89682892838433,11.017869478408,"A",72.6161471026292
"217","Drosophila pseudoobscura",2.99416520875493,10.4183055058185,"A",73.3564809552648
"218","Drosophila pseudoobscura",3.12763949957516,9.62587457401376,"A",73.9543047208426
"219","Drosophila pseudoobscura",3.13104798042638,9.66884928493916,"A",74.446471347935
"220","Drosophila pseudoobscura",3.10555700881824,10.0265632153194,"A",75.9488128248096
"221","Drosophila pseudoobscura",3.15088276905272,10.0356746563701,"A",78.2529908558024
"222","Drosophila pseudoobscura",3.09847551439705,10.5488941059302,"A",79.5413487920622
"223","Drosophila pseudoobscura",3.00694034971873,11.4319672746691,"A",81.1821370650799
"224","Drosophila pseudoobscura",3.02602532494488,11.308239778386,"A",81.3261113287729
"225","Drosophila pseudoobscura",3.26965634022019,10.0533622100782,"A",84.4122405126767
"226","Drosophila pseudoobscura",3.48515085863026,9.53138201461242,"A",90.9261748317199
"227","Drosophila pseudoobscura",3.1853834679352,11.7499062254102,"A",93.6370505357451
"228","Drosophila pseudoobscura",3.90057552490422,8.2098856236865,"A",98.1034704133188
"229","Drosophila pseudoobscura",3.67404535392395,9.34655751075564,"A",99.090173809513
"230","Drosophila pseudoobscura",3.29929334673674,11.6039179110522,"A",99.2056465113365
"231","Drosophila pseudoobscura",3.47348420288915,10.9707350646743,"A",103.957604820168
"232","Drosophila pseudoobscura",3.66582724880554,10.1336868978097,"A",106.955064322441
"233","Drosophila pseudoobscura",2.43448634784624,9.5838763164369,"B",44.6113913783695
"234","Drosophila pseudoobscura",2.56508724995427,8.74631351912012,"B",45.1979987973645
"235","Drosophila pseudoobscura",2.26971930467468,11.5279624773099,"B",46.6430282236185
"236","Drosophila pseudoobscura",2.51112526257886,9.88589458969307,"B",48.9601355068774
"237","Drosophila pseudoobscura",2.5037849458346,10.4016482759404,"B",51.2136929636869
"238","Drosophila pseudoobscura",2.74949938224679,8.82134809094617,"B",52.3759717841647
"239","Drosophila pseudoobscura",2.45395628658453,11.6289390453514,"B",55.0001178206747
"240","Drosophila pseudoobscura",2.48250350705464,11.4899404205404,"B",55.6144183532987
"241","Drosophila pseudoobscura",2.84745700071564,9.59362587455096,"B",61.0923749587391
"242","Drosophila pseudoobscura",2.82780302614638,9.92463224604232,"B",62.3307875528318
"243","Drosophila pseudoobscura",2.80319068966013,10.8061026375062,"B",66.6905430265867
"244","Drosophila pseudoobscura",3.23769327096563,8.14079490080186,"B",67.0236538294009
"245","Drosophila pseudoobscura",2.79644266715312,11.1861148254653,"B",68.703837263502
"246","Drosophila pseudoobscura",3.12827890308012,9.08802788185161,"B",69.8506519256738
"247","Drosophila pseudoobscura",3.04546774938434,9.62657047198638,"B",70.1244528136063
"248","Drosophila pseudoobscura",3.10191428084348,9.40934902440758,"B",71.1064577172838
"249","Drosophila pseudoobscura",2.94048085763567,10.649642814868,"B",72.3205360175491
"250","Drosophila pseudoobscura",3.18364982890183,9.39474283066818,"B",74.7868712381546
"251","Drosophila pseudoobscura",3.21362200520977,9.36512662841432,"B",75.9614279987498
"252","Drosophila pseudoobscura",3.04036354155271,10.688140050015,"B",77.5966637638156
"253","Drosophila pseudoobscura",3.59761898548281,7.6537324592168,"B",77.802489096059
"254","Drosophila pseudoobscura",3.12513284110367,10.408681752641,"B",79.840376639639
"255","Drosophila pseudoobscura",3.1506700373842,10.2425997171137,"B",79.8557012603417
"256","Drosophila pseudoobscura",3.08145090221758,10.8731339761628,"B",81.0877267592468
"257","Drosophila pseudoobscura",3.05136747601721,11.11369432692,"B",81.2713277091743
"258","Drosophila pseudoobscura",3.27547689567613,9.80388135323427,"B",82.6108344352107
"259","Drosophila pseudoobscura",3.23797676121451,10.0558716826416,"B",82.8050949182672
"260","Drosophila pseudoobscura",3.36775225741655,9.49468600613871,"B",84.5767047270023
"261","Drosophila pseudoobscura",3.36079584366943,10.1104373574045,"B",89.6900129965488
"262","Drosophila pseudoobscura",3.66160223231924,8.98738792704017,"B",94.6380313368181
"263","Drosophila pseudoobscura",3.62849416270835,9.4868502218798,"B",98.0990457588141
"264","Drosophila pseudoobscura",3.6900407399188,9.23839207817089,"B",98.7981001152407
"265","Drosophila pseudoobscura",3.58642115105313,9.86484532831066,"B",99.6558358160891
"266","Drosophila pseudoobscura",3.34795798352231,11.7427795061284,"B",103.376252769756
"267","Drosophila pseudoobscura",3.38370293710563,11.9912944745784,"B",107.830198902628
"268","Drosophila pseudoobscura",3.45031857677959,11.7489381402823,"B",109.851727637365
"269","Drosophila pseudoobscura",4.10103660201751,9.7018183596429,"B",128.153452746665
"270","Drosophila pseudoobscura",2.17448815594132,8.8921895312523,"C",33.0227080616527
"271","Drosophila pseudoobscura",2.33085938060996,9.72101730448883,"C",41.4795221627003
"272","Drosophila pseudoobscura",2.49702172356762,8.68858003948485,"C",42.5484093498489
"273","Drosophila pseudoobscura",2.44745426418893,9.35966750117809,"C",44.033121328893
"274","Drosophila pseudoobscura",2.46270302269209,10.7933860663638,"C",51.4128500845409
"275","Drosophila pseudoobscura",2.54516102090493,10.4725446415006,"C",53.2810320482203
"276","Drosophila pseudoobscura",2.84720127375109,8.98276567476718,"C",57.1921325671677
"277","Drosophila pseudoobscura",2.81300186340092,9.59487956690942,"C",59.630637041965
"278","Drosophila pseudoobscura",2.68563567860925,11.4680795767331,"C",64.9643017544107
"279","Drosophila pseudoobscura",2.76655563435659,10.9079165590717,"C",65.5708033835816
"280","Drosophila pseudoobscura",3.33347146925392,7.96289601774756,"C",69.4951362585738
"281","Drosophila pseudoobscura",3.01376692961739,9.78584483251092,"C",69.8083756332407
"282","Drosophila pseudoobscura",3.03256612725935,9.71237002682528,"C",70.1512898811394
"283","Drosophila pseudoobscura",2.80571253183902,11.3946337795505,"C",70.4492861615445
"284","Drosophila pseudoobscura",3.00295222450242,10.0742674086736,"C",71.351022556457
"285","Drosophila pseudoobscura",3.22488884597127,8.96434502251495,"C",73.2213859656541
"286","Drosophila pseudoobscura",2.90152019061,11.2539759378154,"C",74.4126991107617
"287","Drosophila pseudoobscura",3.2811878401052,8.86749225627331,"C",74.9812862357434
"288","Drosophila pseudoobscura",3.06557235688872,10.4189101118199,"C",76.9015892623199
"289","Drosophila pseudoobscura",3.14365747738576,10.0859150035726,"C",78.2844719676024
"290","Drosophila pseudoobscura",3.22650710103895,10.1879919685704,"C",83.2997553342291
"291","Drosophila pseudoobscura",3.184670404912,10.6593857842995,"C",84.9084759906407
"292","Drosophila pseudoobscura",3.3354990497455,9.75104772232204,"C",85.2045536683051
"293","Drosophila pseudoobscura",3.36127101555912,9.67822458367429,"C",85.8801191311271
"294","Drosophila pseudoobscura",3.33783022651366,9.8433299021767,"C",86.1311822845059
"295","Drosophila pseudoobscura",3.27576364823364,10.4543651930429,"C",88.1074569830703
"296","Drosophila pseudoobscura",3.12044093179516,11.6266612535005,"C",88.9153685163827
"297","Drosophila pseudoobscura",3.3400587040699,10.217803451035,"C",89.5273285588198
"298","Drosophila pseudoobscura",3.42799847469113,9.70185700649604,"C",89.5418351080356
"299","Drosophila pseudoobscura",3.56950068531942,10.0265768017054,"C",100.336166820105
"300","Drosophila pseudoobscura",3.29671815943552,12.1092696014626,"C",103.364514838016
"301","Drosophila subobscura",2.09833364139042,8.28984507832448,"A",28.6672070274269
"302","Drosophila subobscura",2.49768999521369,8.30022262332592,"A",40.6683629415723
"303","Drosophila subobscura",2.53957489415685,8.52591921692616,"A",43.187010758676
"304","Drosophila subobscura",2.55279468296491,8.5227240857366,"A",43.6214485734905
"305","Drosophila subobscura",2.57963083741473,8.59616526844293,"A",44.9272418899552
"306","Drosophila subobscura",2.62420326273549,8.9275471829636,"A",48.2855272238104
"307","Drosophila subobscura",2.46474446674128,10.2797071046542,"A",49.0472229461124
"308","Drosophila subobscura",2.62193585964644,9.56750370552144,"A",51.6574123127243
"309","Drosophila subobscura",2.71248093772052,9.03175366269517,"A",52.1909683557312
"310","Drosophila subobscura",2.53208201308162,10.5581998359526,"A",53.1661601831424
"311","Drosophila subobscura",2.58164050682507,10.3070973109907,"A",53.9532724220073
"312","Drosophila subobscura",2.69039870201949,9.93831010126603,"A",56.4983434922577
"313","Drosophila subobscura",2.82986573210274,9.02055155730908,"A",56.7354671033311
"314","Drosophila subobscura",2.60975399595168,10.7240173139131,"A",57.3649382344312
"315","Drosophila subobscura",2.76415007760131,9.71133656344579,"A",58.2763207679223
"316","Drosophila subobscura",2.76685288493966,9.76448834956885,"A",58.7099227734793
"317","Drosophila subobscura",2.66854064187506,10.4991634107738,"A",58.7208345970835
"318","Drosophila subobscura",2.78280595096803,9.65598056733811,"A",58.7289330962313
"319","Drosophila subobscura",2.67272480159001,10.6433506470228,"A",59.7140791017515
"320","Drosophila subobscura",2.74209725563301,10.2299847081108,"A",60.4130238673566
"321","Drosophila subobscura",2.75711296899596,10.2070974045992,"A",60.9398334232786
"322","Drosophila subobscura",2.81045381268052,9.86752491577702,"A",61.214036468239
"323","Drosophila subobscura",2.83535191733201,9.76873298405184,"A",61.6796727225927
"324","Drosophila subobscura",2.82436857836477,10.0040223327134,"A",62.6768665608438
"325","Drosophila subobscura",2.86352077606693,9.88080683303796,"A",63.6330833162469
"326","Drosophila subobscura",2.86278222140631,9.91480277746597,"A",63.8190865908617
"327","Drosophila subobscura",2.84454442089377,10.1205084183571,"A",64.3157964670017
"328","Drosophila subobscura",2.7727535318119,10.8473824797996,"A",65.4994071876102
"329","Drosophila subobscura",3.03683771680563,9.31260447166032,"A",67.4534564086464
"330","Drosophila subobscura",2.98678400872776,9.63091812358624,"A",67.4784669136824
"331","Drosophila subobscura",3.0168358103733,9.6311352983346,"A",68.8447321207358
"332","Drosophila subobscura",2.98841367605048,10.0298453365315,"A",70.3502342597836
"333","Drosophila subobscura",2.95372911065355,10.2965864594373,"A",70.5544609985797
"334","Drosophila subobscura",3.18546303128095,8.88291667070905,"A",70.7930474560656
"335","Drosophila subobscura",2.90833013494134,10.8458362468791,"A",72.0510527980783
"336","Drosophila subobscura",3.01986094287763,10.0831473384513,"A",72.2203992758146
"337","Drosophila subobscura",2.90358428396416,11.1336271442638,"A",73.7217148000845
